rel_name,test_len,auroc,auprc,ap,f1
0,12206,0.9505497094563752,0.9140575511147431,0.913967146133789,0.9620620217478855
10,517,0.9555635405437777,0.9071767097505699,0.9004398903237951,0.9848484848484849
100,168,0.9609553775743708,0.9342078850561698,0.935935365289716,0.989010989010989
102,337,0.9374955908289241,0.9144101317993067,0.9122895196776538,0.944927536231884
103,97,0.9341991341991341,0.9236394368093046,0.9245620547266091,0.9268292682926829
106,278,0.9747916666666667,0.9385153555209964,0.9397166869355791,1.0
107,134,1.0,0.9999999999999998,0.9999999999999998,1.0
108,323,0.9856297548605241,0.9856456591555992,0.9856937141826526,0.9853372434017595
109,112,0.9717948717948719,0.9735759313888187,0.9738321331353298,0.9473684210526316
12,0,0.0,0.0,0.0,0.0
124,417,0.983702407808112,0.9680372611440298,0.9684947613959147,0.9876543209876543
13,40,0.8721227621483375,0.8847938197829033,0.8885467699123932,0.878048780487805
135,84,0.9856239217941346,0.9822637138477177,0.9825023533378969,0.9866666666666666
139,40,1.0,0.9999999999999998,0.9999999999999998,0.972972972972973
151,38,0.6400560224089635,0.4784490826280918,0.5076753460470232,0.8292682926829268
152,136,0.9411637464849665,0.9304110789392669,0.9311726123880246,0.9481481481481481
154,550,0.9800713821332379,0.9643503818722876,0.9645156015607375,0.9866666666666666
16,178,0.9645825342027874,0.9718212414734355,0.9719699477624854,0.9523809523809523
163,601,0.9741881534644693,0.9633150043633589,0.9633747176275186,0.9566724436741768
164,133,0.9846153846153847,0.9798670102149312,0.9800812036996134,0.9770992366412214
191,36,0.9383116883116884,0.9538751139413582,0.9547193877551021,0.923076923076923
196,110,0.9857663025488249,0.980260316749584,0.980514565636612,0.9904761904761905
2,141,0.9130252100840336,0.9278480789462221,0.9285993298276507,0.8741721854304636
20,4315,0.9259321141530923,0.8937276158261023,0.8927059465711709,0.9383822540891776
21,721,0.9152262582730492,0.8841244235257901,0.8845530224179738,0.9105691056910569
22,3100,0.9234724829794738,0.9013294239093982,0.9003637436491426,0.92032
23,34,0.6388888888888888,0.7535945221990323,0.7602252567693746,0.6153846153846153
25,4688,0.9538868543017366,0.9121725448510406,0.9113052265832132,0.9792779320657978
26,17844,0.9384490140100802,0.8898631939757935,0.8900205053647104,0.9643015521064302
27,2058,0.9588914224613478,0.9283092245460107,0.9284061476925136,0.9791873141724481
28,494,0.9782459016393442,0.9796396103898819,0.9796867059221365,0.9561752988047808
29,16234,0.891202336004041,0.8406263764789201,0.8400137410996662,0.9034897713598075
35,50,0.8675721561969439,0.7624780790392278,0.7731547918034056,0.8837209302325582
39,66,0.9356617647058822,0.9429988784628558,0.9438410423485111,0.9375
4,223,0.9872361315660285,0.9758431010029558,0.9760617711985665,0.9846153846153847
42,498,0.854742381198347,0.8141490829414499,0.8150676397868186,0.8663967611336032
45,64,0.8268268268268268,0.8618725445756865,0.8649386536737371,0.8169014084507041
46,186,0.9302809573361082,0.886758475226166,0.8884404302916589,0.9312169312169313
47,387,0.9754545454545454,0.9722857475650921,0.9723908950930156,0.9743589743589743
49,319,0.9930801289612331,0.9885967182770945,0.9886679761836421,0.9968051118210862
51,1943,0.9829158189216685,0.9750765006437043,0.9751014133746757,0.9882593159775396
52,1902,0.9730547763993841,0.953435885453061,0.9529388904642502,0.9738562091503268
55,205,0.9405374499714123,0.9233553745239738,0.9240343140387366,0.9532710280373832
59,1458,0.9636774947892837,0.9384372451630814,0.9380985316256198,0.9754730203223546
6,1521,0.9691132600417852,0.9410891742299633,0.9392544370453744,0.9726699369306236
60,9,0.75,0.6916666666666667,0.7333333333333333,0.8
61,417,0.9943142580912482,0.9933632117777758,0.9933815220588,0.9975308641975309
62,467,0.9600117504498219,0.9447911099489913,0.9450439450087669,0.956140350877193
63,3770,0.9607222304779145,0.9209887881838695,0.9177930481787239,0.9814912744579587
64,237,0.9793300071275837,0.9648540273739485,0.9652533256375377,0.9752066115702478
66,301,0.9678211252653928,0.9535863551545499,0.9511661012548728,0.970873786407767
67,118,0.9379370629370629,0.8581931439460398,0.8560897423237429,0.9615384615384616
7,1310,0.9611324734474457,0.9492350449551792,0.948699887659801,0.9552238805970149
75,166,0.8862179487179488,0.8426237055479407,0.8446788344720283,0.8717948717948718
76,319,0.9635191445868386,0.9630801050067173,0.9632235940623464,0.9449838187702265
78,887,0.9360421369450714,0.9191449820048816,0.919312025003005,0.9403669724770642
79,218,0.9124525116082736,0.8628943043546556,0.8660124381227503,0.92018779342723
8,142,0.9234765234765234,0.8334908284653865,0.8370718150509752,0.9922480620155039
80,544,0.9805883557436352,0.9768944553160919,0.9770085338430753,0.9815126050420168
84,752,0.9796995620086749,0.9720878935671255,0.9721715394917125,0.9776609724047305
86,82,0.9525048796356539,0.9182118836545818,0.919659302654148,0.9491525423728815
88,154,0.9793918918918919,0.9747997439027671,0.9750104743131054,0.9863013698630138
