epoch,auroc,auprc,ap,f1
1,0.48158959655490496,0.5563798805591779,0.502575796132616,0.2998471238952569
2,0.5478168703171831,0.6187640517434598,0.5466918455893162,0.4726747646656819
3,0.5910838915459575,0.6555644413693686,0.5748946988307384,0.5640742155305848
4,0.6319402915126169,0.6832609770525159,0.6035483630708454,0.6470121701080268
5,0.6572339858895901,0.6967701731835749,0.622726285596765,0.6730880964485437
6,0.6731912556782289,0.7022709268439845,0.6373846964183095,0.6885334779072919
7,0.6803730900108563,0.6985864001960029,0.6430023527114657,0.6943260861648276
8,0.70429979702032,0.7108876001044997,0.6659545631096775,0.7051520679000856
9,0.7185593237140028,0.719362864121339,0.6818803852108477,0.7075089799874565
10,0.7240390562440456,0.7221346429240181,0.6894054707928491,0.7058789447255591
11,0.7370880047507389,0.7325290935491255,0.7012530461310693,0.7187722505532571
12,0.7455082704898246,0.7381270850971113,0.710689785637802,0.726029768085843
13,0.7557856791843314,0.7464127664654054,0.719487486384043,0.7418272384193467
14,0.7658983402229321,0.7540479681878303,0.7272992018651072,0.7586898082669089
15,0.7768176734606419,0.7617289418626421,0.7366329015646904,0.7741145718282895
16,0.7856461702489883,0.7668462004672466,0.7439632004424693,0.7827956989247312
17,0.788186492843194,0.7668314706973745,0.7464554164924199,0.7832691229070313
19,0.7924654091536789,0.7680223224627681,0.7550494362664022,0.7751452255074733
21,0.7983523883204808,0.7751854269502922,0.7647928616651825,0.7752495235938944
22,0.811414844756901,0.7849179380750336,0.7741731172799252,0.7979161056062704
23,0.8207481483959683,0.7918955618582691,0.7808539792358931,0.8159657306735884
24,0.8271399573105225,0.7968991183702914,0.7861393610945129,0.8252551020408164
25,0.8325328120706728,0.8015513460211502,0.7917796339424272,0.8283400809716598
26,0.8366958254074547,0.8054702017630941,0.7970593325411571,0.8299268367218537
27,0.8396640442440831,0.8084615900101535,0.8013841903952165,0.827621779615771
28,0.8429432930357647,0.8114276788227239,0.8052521984973682,0.8289711068601942
29,0.8480658754355036,0.8154231868249592,0.8098406030278348,0.8371858754114875
30,0.8541156481384569,0.819794639838755,0.814496342289934,0.8457542726416365
31,0.8593001765579925,0.8238433520825604,0.8187264239019569,0.8520054826143415
32,0.8626258716777498,0.8271659018207631,0.8223386472315735,0.855705690896538
33,0.8645845557337677,0.8296479824240022,0.825103964024032,0.854520985937119
34,0.866988596956549,0.8325198026830478,0.8283476294076337,0.855802920699302
35,0.8708675497643101,0.8360800908393142,0.83224826654636,0.8608533654927867
36,0.8747731799710462,0.8393618553587093,0.8358847690762429,0.8651612320476922
37,0.8774381745025032,0.841673137251292,0.8384723856948242,0.8691232072133561
38,0.8801187486854706,0.8441091751761526,0.8410687972228132,0.8721282120153998
39,0.8829516129809387,0.8469664531285124,0.8440459802687293,0.8740940652898543
40,0.8851569078530848,0.8493383784824228,0.8464654764480215,0.8747213633422019
41,0.8873768316504478,0.8514741051103193,0.8485977378862035,0.8775453427743225
42,0.8900141662085844,0.8537470561536796,0.8508436164071418,0.8818999176129241
43,0.8923152253762404,0.8558415246225841,0.8529675849807125,0.8861688016878388
44,0.8940947058376062,0.8579048688905043,0.8551454814561226,0.8878863676969806
45,0.8955965974779561,0.8600431782483617,0.8574968777431573,0.887714165193276
46,0.8971787352606143,0.8621747893257193,0.8597795726279256,0.8886820817524519
47,0.8991293080133622,0.8640925450256115,0.861741943050291,0.8910496803457267
48,0.9011898082939902,0.8657060365663467,0.8633184594368564,0.8942825551949211
49,0.9029219776947233,0.8670320575404347,0.8646065534744907,0.8968820669883724
50,0.9042858498671935,0.8684190755900673,0.8660109788591561,0.8973294936233387
51,0.9054986206946691,0.8698982003900391,0.8675756391889387,0.8974207203329028
52,0.9069326167234641,0.8714529510757936,0.8692220135853697,0.8997520115608999
53,0.9084346497819527,0.8729487930157462,0.8707794101399627,0.9028753879633262
54,0.9097217927241777,0.8742761516350837,0.8721503885924299,0.9044985908458493
55,0.9108706344012037,0.8756144505353501,0.8735630700140551,0.9055565972873305
56,0.9118847984979864,0.8767716829250111,0.8748101735489191,0.9067662871459268
57,0.9128700737741482,0.8775925174472634,0.8756609435511016,0.9082909659757529
58,0.9138847098774447,0.878238238499327,0.8763354952177073,0.9101118604010626
59,0.9149278920252131,0.8791370063137252,0.877287712207049,0.9113027109102372
60,0.915949505888876,0.880335128295458,0.8785628404368765,0.9113924050632912
61,0.9168733366022122,0.8815088194436882,0.87982435261994,0.9121753463714527
62,0.9178032306731835,0.8823911137194926,0.8807532074613418,0.9138680433587029
63,0.9186653419793999,0.8831250398965237,0.8814788921062183,0.9157230254362588
64,0.9194816772451516,0.8841037801464591,0.8825023808377355,0.9163321078540464
65,0.920329934488859,0.8851869268178967,0.8836278771292374,0.9167476398905301
66,0.9212127709249778,0.8861076323584014,0.8845889834305878,0.918322570329641
67,0.9219943528130493,0.8867551454757425,0.8852655274905902,0.9194863740027863
68,0.9226713314322916,0.8874159185492136,0.8859502529270018,0.9201770289005013
69,0.9232953783491623,0.8880153888815343,0.8865636733564728,0.9208062268689039
70,0.9239067015096749,0.8884237111475167,0.8869749771726285,0.9218458587186273
71,0.9244990767175366,0.8889203602629012,0.8874824564032496,0.9230196373952745
72,0.9251756741991114,0.8897997455191787,0.8884141294823745,0.923178171857491
73,0.9258349281985353,0.890637909868605,0.8892859618306721,0.923774309382444
74,0.9264267455659863,0.8910865599517661,0.8897444146046452,0.9249091894100198
75,0.9269708742516094,0.8915787065173668,0.8902488974212764,0.9256263071241045
76,0.9275313307182687,0.8922731517990833,0.8909690547007529,0.9260601957832666
77,0.9280965957612781,0.8927972349470332,0.8915016938411753,0.9271274513293235
78,0.9286073073687328,0.8931547469287887,0.8918651275672459,0.9280924855491329
79,0.9290864730210303,0.8937041966292072,0.8924436045288661,0.9285167991747149
80,0.9295441511482104,0.8941940596965245,0.8929619093252662,0.9291685936888542
81,0.9299854328831807,0.89446225686497,0.8932305690276876,0.9301793005503284
82,0.9304552425607813,0.8949570016591885,0.8937452345765796,0.9307869117242481
83,0.930926149058124,0.8955365888765886,0.8943458335464951,0.9312092300865321
84,0.9313322473268507,0.8957867021582193,0.8945869722167353,0.9317216247444672
85,0.9317633951075424,0.8962318676913129,0.8950472532427202,0.9319938313974738
86,0.9321702750321634,0.8967288951348251,0.895553905889892,0.9323904979312313
87,0.9325545346480011,0.8970047078401255,0.8958189169668188,0.9334739790626967
88,0.932980211836434,0.8974818409982472,0.8963028679852761,0.9339189848706687
89,0.9333505646426753,0.8978392127555745,0.8966650886091336,0.9346192406995005
90,0.9336986393168845,0.8981443878388526,0.8969662398281649,0.9351210150335857
91,0.934103435891386,0.8986554720804643,0.8974918146577715,0.935441698312893
92,0.934442442701884,0.8989253992248306,0.8977606605084605,0.9359916054564533
93,0.934812905557731,0.8993446759673038,0.8981829710948637,0.9363532925615132
94,0.9351657852118977,0.8997030882317363,0.8985530071642909,0.9367967674614804
95,0.9355141348502809,0.9000896002720925,0.8989444003017647,0.9373956594323873
96,0.9359107485932648,0.9005926387376508,0.8994659717327876,0.937903432887362
97,0.9362021844438445,0.9008167675018565,0.8996878440454296,0.9382891316114034
98,0.9365839750564252,0.9014208078818544,0.9003102683639015,0.9388062211757207
99,0.9368126294852288,0.9014506438620822,0.9003327881810588,0.9392755587445852
100,0.9372384846151622,0.9022799474680456,0.9011888837473742,0.9393761975729188
101,0.9373307656848174,0.9019058486207481,0.9007844217872825,0.9399194192506345
102,0.937837875825029,0.9031158466594937,0.902046526312416,0.9398927447591189
104,0.9383931125677745,0.9038294616899124,0.9027783797935098,0.9403919409691082
106,0.9388698384275126,0.9039513670230422,0.9028880605220799,0.9412204633273384
107,0.9391621155941389,0.9042856854147341,0.903231677533789,0.9415975618399604
109,0.9397356363955103,0.9052769643393137,0.9042531493202904,0.9415874317183364
111,0.9401942622919502,0.9056578943415647,0.9046366277454804,0.9428074101703344
112,0.9404009957504401,0.9057218622734656,0.9046945834058624,0.943059769889928
113,0.9405329568157139,0.9056794498537865,0.904651373412908,0.9436151686391584
114,0.9409866835466767,0.9067992108046378,0.9058000153963863,0.943380139085023
116,0.9414724787486428,0.9074377993417465,0.9064444929661863,0.943799589908175
