epoch,auroc,auprc,ap,f1
1,0.5030968813707732,0.573760026681742,0.5220471342582452,0.32772732073080585
2,0.5420760002632572,0.6095729061991388,0.5473254820585973,0.4146921732375218
3,0.6038809179644444,0.6496520313820775,0.5871469753754821,0.5687221132443667
4,0.6235604176550325,0.6573055787419777,0.6008771453478821,0.6077323391199659
5,0.6364919178981571,0.6636621552925713,0.6114857051802214,0.6225005323164475
6,0.6378098555491405,0.6611905923258949,0.6149002486452053,0.617548925874617
7,0.6409859072214356,0.663021774679156,0.6186756916591192,0.6173560358171523
8,0.6586314914832078,0.6762296335389479,0.6332929085427283,0.6505899884720282
9,0.6728239583269544,0.6877730344654098,0.6460176703832903,0.660320456851594
10,0.6926964541763948,0.7031163561418078,0.6598008606519378,0.6871547122039309
11,0.7090566961696237,0.7177247959225355,0.6718596176811535,0.7070736052942128
12,0.7226092345478324,0.7288263189069955,0.6831830643201612,0.7262327899660908
13,0.7343419600035676,0.7369554426636347,0.6943577504680218,0.7339229143457072
14,0.7440329395654982,0.7437897472193732,0.7046648845230391,0.7416158084291538
15,0.7526536023993002,0.7491564644388573,0.713562194774906,0.7463010410174734
16,0.7606807723464228,0.7532029148017934,0.7224888749896146,0.7502550319313953
17,0.7621070481995943,0.7518610299659461,0.7268712328830307,0.7469151798123903
18,0.7676075447804966,0.7545474655662465,0.7329212851206621,0.7539445628997867
19,0.7750815162602092,0.7590754437819669,0.740171561986527,0.7624980736271383
20,0.7818644393145902,0.762612068857067,0.7470305535554655,0.7704733667314181
21,0.7829148144068662,0.7594613349161896,0.7493188741966579,0.765285663424963
22,0.7920259664539085,0.7649648389199928,0.7559383503476037,0.779695822370532
23,0.8006989975153233,0.7715264959142996,0.7616932763816462,0.7933400934342519
24,0.8065756419292746,0.7758483179403592,0.7669680123560401,0.7997878785155091
25,0.8110497917542425,0.7794254107406584,0.7717745580087404,0.803431648819588
26,0.8156213292462605,0.7831699305259061,0.7767103354978808,0.8041397528451755
27,0.8212683633103258,0.7876968917428806,0.7823699958648731,0.8085998193315266
