rel_name,test_len,auroc,auprc,ap,f1
0,43064,0.9549808506594306,0.917914316054559,0.917732185630111,0.9736075803096834
10,2002,0.9925722163655821,0.9882994584240354,0.9883009815753354,0.9979716024340771
100,461,0.9780320150659134,0.9781375220007806,0.9781813315761239,0.9668874172185431
102,1108,0.9710406117058615,0.9523458407634047,0.9524854326123685,0.9721955896452541
103,309,0.963506711409396,0.9198855350677255,0.9211210794400619,0.9767441860465117
106,947,0.9800229277997341,0.9816292296608425,0.9816409669326069,0.9720430107526882
107,556,0.99632521819017,0.9933125724047568,0.9933485878633441,0.998389694041868
108,1164,0.9968480106296597,0.9955485050180888,0.9955507979458231,0.9991503823279524
109,262,0.984310294546515,0.982649359668461,0.9827547915468686,0.9880478087649402
12,119,0.9556889651229273,0.9668750145022131,0.967146026885058,0.9448818897637795
124,598,0.9891742872512104,0.9845088075987944,0.9845479885812933,0.9895470383275262
13,117,0.9818501170960188,0.9818207706656396,0.9819729899364879,0.9642857142857143
135,350,0.9936650992685476,0.9894729199558737,0.989535910094421,1.0
139,404,0.9946316950606693,0.9928013040744594,0.9928275251076986,0.9974811083123425
151,185,0.9657470189385083,0.9662662391976615,0.9664756600371414,0.9438202247191011
152,433,0.9843156096519324,0.9778012772456293,0.9779596076941394,0.9603960396039605
154,1826,0.9904054255084315,0.9864195640936806,0.9864334665878838,0.9866071428571429
16,201,0.9778217821782178,0.9814053462498742,0.9814878298219671,0.9795918367346939
163,1829,0.97755685556712,0.9659762423210445,0.9661797986264633,0.9696969696969697
164,414,0.9773801722523872,0.9442337523994495,0.9452149720247409,0.9897959183673469
191,163,0.9642857142857142,0.9476505596220418,0.9484232285754963,0.9230769230769232
196,263,0.9709591576998728,0.9474774333658731,0.948238111273178,0.9721115537848606
2,772,0.9751608387843549,0.9704988777290965,0.9705569827601086,0.9775561097256857
20,8380,0.9549855463219178,0.9295223706958538,0.929090490237979,0.9602115638898905
21,2141,0.9163603566809612,0.8817150479318181,0.8808169253104969,0.9142327306444135
22,7522,0.9457828586764281,0.9165834228575538,0.9157975143161061,0.9423233143785541
23,236,0.9432204002022684,0.957746234057839,0.9579115516412354,0.9322709163346614
25,9277,0.973269706254257,0.9519276661629007,0.9519504196153886,0.9880220135966332
26,34587,0.9612622615128065,0.9276339016483219,0.927376229790557,0.9816139790769933
27,5215,0.9817662026312499,0.9675341821435384,0.9675561158733508,0.987673343605547
28,713,0.9833097261567516,0.9755044297695479,0.9755638408939791,0.9844413012729843
29,27377,0.9300064483321515,0.8872935937580659,0.8869827821476133,0.9464557454789964
35,270,0.9832188746123173,0.9731766916621768,0.97348311475164,0.9932885906040269
39,205,0.9743809523809525,0.9781603013561704,0.9782593070615179,0.98
4,499,0.9986197210383572,0.9983805942613151,0.9983727581383326,0.9957081545064378
42,1680,0.9579250410005118,0.9359766311134199,0.936119653498277,0.9583584791792396
45,303,0.9904720279720279,0.9917460973502591,0.991775359257463,0.989399293286219
46,907,0.9932604842322601,0.9895645575726357,0.9895937392965019,0.9968051118210862
47,1498,0.9825499108734403,0.967779802143904,0.9678315100905981,0.9880478087649401
49,1155,0.9904828310091468,0.9906810022884146,0.9906883119804117,0.9799476896251089
51,5504,0.9892734835775515,0.9799929457769204,0.9800036379873878,0.9950413223140497
52,6716,0.976850826656739,0.9541263935774583,0.9540108644339832,0.9915292019616585
55,660,0.9961270974389167,0.9958241589159851,0.9958309421925424,0.9936708860759493
59,3527,0.9745814654978358,0.952351530504755,0.9518652881355172,0.9865982321072141
6,5321,0.9782137530932989,0.9589356043009535,0.9553128127298851,0.9924812030075189
60,6,1.0,1.0,1.0,1.0
61,801,0.9889699463773538,0.9782176254982067,0.9783460238957911,0.9872773536895675
62,1168,0.9702977845020698,0.9555672771174025,0.9578873177787145,0.954225352112676
63,11471,0.9678430193053085,0.9384913218697724,0.93852484477176,0.9870719776380154
64,464,0.9480287737690292,0.9223265218023715,0.921982599919408,0.9624724061810155
66,651,0.9680511182108626,0.9422125654745375,0.9414107814283048,0.9726443768996961
67,320,0.9495192307692308,0.9110720671999538,0.9116079866256095,0.9876543209876543
7,3924,0.977022690124351,0.9669576780349634,0.96687055007984,0.9793174767321613
75,347,0.9699600798403194,0.9463137016500469,0.9491671390174471,0.96
76,729,0.984165284270849,0.976968344744365,0.9770535589300168,0.9726618705035971
78,1700,0.9455495360322452,0.9299329983676394,0.9295197897847297,0.9545454545454545
79,485,0.9905724593288407,0.9842176077055016,0.9842977406776294,0.9871244635193133
8,600,0.9883979071609456,0.9885837527105273,0.9886036024432734,0.9621621621621621
80,1538,0.9809524616845245,0.9661741562458037,0.9658006446290298,0.9925742574257426
84,2339,0.9882666900630972,0.9832784677811127,0.9832953685396156,0.9879518072289156
86,231,0.9559154295996402,0.9654260213958819,0.9655519609715802,0.9372384937238495
88,815,0.97363665931842,0.9644211896207264,0.9644982399657067,0.972568578553616
