rel_name,test_len,auroc,auprc,ap,f1
0,43064,0.9235539056708673,0.8433146491956591,0.8397736764683027,0.9634588051900417
10,2002,0.9933563738879039,0.9862253508551166,0.9847840140302652,0.9989847715736041
100,461,0.9732485875706215,0.9553919242626372,0.9558727020150535,0.9671772428884026
102,1108,0.9707402437551218,0.9503841911227146,0.9504450387801989,0.9761677788369877
103,309,0.994001677852349,0.9933691600516846,0.9933925559126598,0.9898305084745762
106,947,0.9940606293101141,0.9916612468709374,0.9916647052234264,0.9815195071868583
107,556,0.9992256709757859,0.9993284273581087,0.9993296203707178,0.998389694041868
108,1164,0.9938672768878719,0.9886337081144317,0.9886632173691772,0.9974597798475868
109,262,0.9934674832312627,0.9908111359752958,0.9908644577143438,0.988235294117647
12,119,0.8044596912521441,0.8098086507513702,0.8130885296466066,0.7804878048780488
124,598,0.9845795230410614,0.9818607232551909,0.9819001552052856,0.9785714285714286
13,117,0.9127634660421546,0.8545209770945965,0.8639726459756354,0.912280701754386
135,350,0.994644723092999,0.9920960810730981,0.9921348764446867,1.0
139,404,0.9954651305307023,0.9948370632788728,0.9948518719560038,0.9925187032418953
151,185,0.9423661444938041,0.9062814204799847,0.9082544806884051,0.9438202247191011
152,433,0.972378816997651,0.9365916148913943,0.9375114107191125,0.966183574879227
154,1826,0.9908289184494159,0.9849310002768705,0.9849575250359064,0.9900552486187846
16,201,0.9742574257425742,0.9592806622745949,0.9600087303484641,0.9702970297029702
163,1829,0.9720441684910694,0.9555270810068218,0.9547079101765982,0.9643053267435475
164,414,0.9630336079385884,0.9011376503529483,0.8994154341514098,0.9948717948717948
191,163,0.9783001808318263,0.9766966502436732,0.9768499612905022,0.9806451612903226
196,263,0.9750665278259864,0.9299526332709789,0.9325457442356784,0.9649805447470817
2,772,0.9716681471910414,0.9559640769655104,0.9560952978652261,0.9877149877149877
20,8380,0.9510673973906766,0.9219085213787515,0.9212723258335904,0.9582386023692713
21,2141,0.9217325625841043,0.8895039898539445,0.8881082628138138,0.920869967607589
22,7522,0.9436366370502174,0.9187694183887702,0.918291372695982,0.9377705627705628
23,236,0.9404753304919454,0.9523671531985815,0.9525897571013717,0.946058091286307
25,9277,0.9701628560972411,0.9435730227563828,0.9436022545613979,0.9864967051960679
26,34587,0.9569061600237406,0.9157943826416046,0.9155446380232549,0.9810117573376606
27,5215,0.9784625057912503,0.9577219882261045,0.9577510429595038,0.986522911051213
28,713,0.9629446018256217,0.9387006886789878,0.9389506320299911,0.9789029535864979
29,27377,0.9257304682552052,0.8817517669432671,0.8813409039208664,0.9443244965136446
35,270,0.9753544528134692,0.9745713139497474,0.9747865383937389,0.9655172413793103
39,205,0.9899047619047618,0.9896134799628389,0.9896678482888376,0.98989898989899
4,499,0.9860277024409145,0.966447387804761,0.966714836343745,0.9956709956709957
42,1680,0.9595437993193277,0.9315767657771222,0.9312563801208362,0.9630078835657974
45,303,0.9374562937062937,0.8411820036292488,0.8448597059040541,0.9621993127147767
46,907,0.992627437230955,0.9873370030250438,0.9873743450574625,0.9968051118210862
47,1498,0.9868092691622103,0.9767565606594057,0.9767979320483826,0.9880159786950732
49,1155,0.9926030889188784,0.9843412245511244,0.9846303096172495,0.9888793840889649
51,5504,0.9882347200198416,0.9787845959110872,0.9787935400640914,0.9916928189034521
52,6716,0.9790350957863648,0.9575697268605464,0.9572463895184103,0.9845042876485632
55,660,0.9813438327936415,0.9759845865951237,0.9760429650975114,0.9807692307692308
59,3527,0.9803409375944637,0.9635387126866709,0.9633128368945227,0.9882622387632407
6,5321,0.9785680802644288,0.9603596570644363,0.9564777077500088,0.9906191369606003
60,6,1.0,1.0,1.0,1.0
61,801,0.9771480234443197,0.9601292958630042,0.9602672295310166,0.9823677581863981
62,1168,0.9563878821997819,0.9468809154893351,0.9469854644617896,0.952212389380531
63,11471,0.9635616010599413,0.9158733171961158,0.91211455357938,0.9870855148342059
64,464,0.9733452294652318,0.939360215450856,0.9367048659546725,0.9760348583877996
66,651,0.961992173469195,0.9263737017198568,0.9263794337897531,0.972809667673716
67,320,0.9476626016260162,0.888099003535397,0.885171915058475,0.9815950920245398
7,3924,0.9814545173984289,0.9668263239318279,0.9666425982061086,0.9856996935648622
75,347,0.9485695276114438,0.9382384360777641,0.9385877081452986,0.9545454545454545
76,729,0.9775373246870759,0.9582151530222371,0.9584780036505012,0.9667149059334297
78,1700,0.9546717898746511,0.9341900463811932,0.9342808046209935,0.9630512514898688
79,485,0.9870158600503709,0.9824832807031978,0.9825360063631794,0.9957446808510638
8,600,0.9717979897142984,0.969389289390577,0.9694930530652328,0.9380863039399625
80,1538,0.985832598670826,0.9807559052663652,0.9807768961188386,0.9925558312655087
84,2339,0.9900002193415367,0.9833670468527593,0.9834167706950675,0.990509059534081
86,231,0.9670115459589144,0.9746210866375816,0.9747091896990043,0.914798206278027
88,815,0.9769343355859925,0.9500353216968322,0.9503020240674983,0.975
