rel_name,test_len,auroc,auprc,ap,f1
0,43064,0.9561436606690521,0.9200691650712678,0.9201430105183297,0.9720299086125727
10,2002,0.9917436348970562,0.982451318651054,0.9819866995858404,0.9979716024340771
100,461,0.9774482109227872,0.9549505495563915,0.9551105703106898,0.9844789356984479
102,1108,0.9702309241864763,0.9532918470766986,0.9534836955192119,0.9610636277302944
103,309,0.6712667785234899,0.5379739958899705,0.5419858012020682,0.8279883381924198
106,947,0.9724464943661846,0.9183033497522235,0.9198161175173358,0.989648033126294
107,556,0.9893825054137411,0.9776902748649798,0.9781111463916845,0.998389694041868
108,1164,0.9947855613789032,0.9865745351655878,0.9860774705380291,0.9974554707379135
109,262,0.9934091571886847,0.9872156325464934,0.9873355560774706,0.9960474308300395
12,119,0.7364208118925101,0.6972905298186081,0.7079979741394726,0.8181818181818182
124,598,0.9843329747175901,0.98026290398189,0.9803147796726492,0.9788732394366197
13,117,0.884367681498829,0.7901424152263614,0.7997375746548063,0.88
135,350,0.958365987460815,0.8839345789786988,0.8867464953348625,0.9943502824858756
139,404,0.9958328226498345,0.9957451475794529,0.9957558286870268,0.9974811083123425
151,185,0.9775543605330839,0.9702247165765505,0.9705667067638657,0.9555555555555556
152,433,0.9677450352338246,0.9021471266403547,0.9045592529810775,0.9665071770334929
154,1826,0.988592683769543,0.9822546445994251,0.982275038574425,0.9845132743362831
16,201,0.9677227722772277,0.9507976672921084,0.9513755907974499,0.9607843137254902
163,1829,0.9725849094976611,0.9577350053075762,0.9578657572685005,0.9651355838406198
164,414,0.9774971915371654,0.9587868630567757,0.9591969341942264,0.9948717948717948
191,163,0.8404159132007233,0.7287787881883936,0.7365078120521339,0.88
196,263,0.9497859539511744,0.8820315510246571,0.8862543106757519,0.9802371541501977
2,772,0.9752483243155939,0.9662823187244856,0.9663736484023657,0.977667493796526
20,8380,0.9499823675893108,0.9222410905946616,0.9215327722816478,0.9570552147239263
21,2141,0.920958060839621,0.8882524236128793,0.8885276231822347,0.9104618284637135
22,7522,0.9413756703009928,0.916023180600957,0.9154897370749484,0.9351351351351351
23,236,0.9338293722459005,0.9146506062907344,0.9162450433467795,0.9288702928870293
25,9277,0.9712182723280629,0.9486366424488699,0.9486574340719494,0.9847419110485879
26,34587,0.9587752559337529,0.9223443035259093,0.9221876267178186,0.9782478204944975
27,5215,0.9666392363639037,0.926953217908223,0.92618493688211,0.9827387802071346
28,713,0.9520380862448851,0.9366306404979226,0.9369703088759679,0.9548762736535662
29,27377,0.9236676680196828,0.8800597227722324,0.879822257680329,0.9398268552495636
35,270,0.9542257421355782,0.9257432066830393,0.9260106384223533,0.979591836734694
39,205,0.922,0.9062931134117995,0.907019955090511,0.9292929292929293
4,499,0.9971022213612295,0.9953440864815426,0.9953499582416219,0.9957081545064378
42,1680,0.9424043805697973,0.9072901888107558,0.9070601785011255,0.9403254972875226
45,303,0.9782342657342658,0.9374958908699784,0.941183486561215,0.9964912280701755
46,907,0.994404838426927,0.9932618021765873,0.9932729628018496,0.9946638207043756
47,1498,0.9842754010695187,0.9717039618750387,0.9716444913869048,0.9878869448183043
49,1155,0.9939496176338282,0.9924368235769432,0.9924442499605235,0.9923273657289001
51,5504,0.9886033156704128,0.9772645129664155,0.9772828497618652,0.9920590951061865
52,6716,0.9790728748626627,0.9594232461378827,0.9591052761286363,0.9815398469158038
55,660,0.9801295260523992,0.9560325917545804,0.9565150703387308,0.9839228295819936
59,3527,0.9745679591981117,0.9515112170828568,0.9510258286391056,0.9837375178316691
6,5321,0.9787884045161739,0.9590509655886228,0.9566550063232964,0.9906050357008643
60,6,1.0,1.0,1.0,1.0
61,801,0.9764309764309763,0.9624858580012294,0.9626178702379469,0.9873417721518988
62,1168,0.9673246308480817,0.9521390869763139,0.9523051784991701,0.9499136442141624
63,11471,0.9753291249647975,0.9511659072442168,0.9512381390557497,0.987947598253275
64,464,0.9809290135504377,0.9685345037102359,0.9687362400624175,0.9801324503311258
66,651,0.9637881165283475,0.9388620211238404,0.9392238099354093,0.9695121951219512
67,320,0.9546591619762351,0.8970874682960628,0.9005193641473839,0.975609756097561
7,3924,0.9838251293438921,0.9718033011383707,0.9716533943126123,0.9867617107942974
75,347,0.9744510978043912,0.9650196484829239,0.9651912841779381,0.9917355371900827
76,729,0.9649411853415774,0.9076249501179136,0.9071632889861874,0.9760900140646976
78,1700,0.9467253731673828,0.9255019029938769,0.9250867406362799,0.954653937947494
79,485,0.9605540807296985,0.9143380383174413,0.9154958335193891,0.979253112033195
8,600,0.9735996608619016,0.9583815601666297,0.958915436383167,0.9437386569872959
80,1538,0.9733902414214024,0.9304598057703137,0.9311810653397645,0.9888751545117429
84,2339,0.9885803484605881,0.9845727581026512,0.984585523281329,0.9887640449438202
86,231,0.9517168990853201,0.9587141537396954,0.9588930719109983,0.91324200913242
88,815,0.9548082830400058,0.93234622498831,0.9326992082092531,0.9402597402597402
