epoch,auroc,auprc,ap,f1
1,0.5091740621513068,0.5953565654503038,0.5133864153319023,0.3473965328269964
2,0.5413225873356597,0.6286331240140612,0.5359194041606167,0.43244326723459087
3,0.5691200329623411,0.6612199945435885,0.5530190913367461,0.5273896707635484
4,0.5846356488364519,0.6753785236309608,0.5620969670569149,0.5835719879834949
5,0.606519271623409,0.6944203630416496,0.5762015555219425,0.6170075056491081
6,0.6244564866845589,0.7063172539165449,0.5891303616624696,0.6293924221766478
7,0.6394574076713162,0.7146915715401339,0.6006794812924824,0.6408667658970542
8,0.6546534354014999,0.7208599931789774,0.6125954467697614,0.66289733470537
9,0.6688113338690984,0.727017744620224,0.6244367857634573,0.6749294113644868
10,0.6794281374938468,0.7296578892115029,0.6341876053688427,0.6855654477888427
11,0.6865135855428005,0.7309684437006918,0.6408566261177643,0.689357568089649
12,0.6942215946569448,0.7337496549515088,0.6483754306205536,0.6939947128966746
13,0.7012168493973496,0.7363409513139308,0.6544238449986892,0.7011708807059223
14,0.7086747193228682,0.7389573822039384,0.6605928576040225,0.7122858453722458
15,0.7166210979876927,0.7430237411055935,0.6665895932701276,0.7285525352220437
16,0.7245826231442077,0.7477958865794856,0.6728922350652533,0.7349417545409374
17,0.7326142468244039,0.7515742758391369,0.6798802498659225,0.744860069007065
18,0.7396208891773862,0.7534966799472538,0.6871506885941415,0.7535646823897674
19,0.745484461276977,0.7541598661908299,0.6944329471578445,0.7554528509608573
20,0.7510784299328132,0.7548328413900801,0.7011358590625003,0.7579862448418158
21,0.7577693056480914,0.7575713340853617,0.7078806788670613,0.7612534722609579
22,0.7640882279375838,0.7609131311068391,0.713198990865541,0.7684972668507246
23,0.769325206287148,0.7637811428463095,0.7173994132416783,0.7774674421406588
24,0.7745032304819153,0.7663743547078842,0.7222900199790118,0.7819507527851399
25,0.7799962492473806,0.7691094803986981,0.7287303261635154,0.7847447673709986
26,0.7846813512451802,0.7709516646940244,0.734950001731389,0.7887355125806702
27,0.7887434690690376,0.7725906390318594,0.7408453416639269,0.7862744876133135
28,0.7933225047921275,0.7747008408767464,0.7460285176592222,0.7903875444237604
29,0.7984849030220537,0.7771303408216654,0.7503947212896258,0.8010648327879762
30,0.8032133928308176,0.779361199837876,0.7544584565389666,0.8058353130123465
31,0.8069439482074086,0.7806372065885023,0.7576296425039564,0.8108486012007147
32,0.8104004999595301,0.7819689580660286,0.761509326120331,0.8134050934916496
33,0.8137769283412962,0.7835802506496485,0.7656294890999924,0.8178673781994269
34,0.8168974508301925,0.7854449024103872,0.76977862606101,0.8196652581175459
35,0.8202875497079323,0.7874782713165263,0.774123387728102,0.8199584014592858
36,0.8238915923110987,0.7889317212124323,0.7778156195405175,0.8250036071432535
37,0.8267906896400653,0.789596967180855,0.7804227234191743,0.8272324863135124
38,0.8298985238765737,0.7913689456664295,0.7834197124301968,0.8325869904136398
39,0.8337709481938423,0.7939832865110972,0.7869290617020008,0.8369544806866005
40,0.8379376698241481,0.797385184923805,0.7910997227308791,0.8385310696774623
41,0.8412057735976353,0.8002815487896177,0.794497406204629,0.8420144457840655
42,0.8434297769894074,0.8023729314708127,0.7968147521546048,0.845171124343411
43,0.8461035905769729,0.8046538923854647,0.7994845094208185,0.8479058710108568
44,0.8494728952502859,0.8070869184336937,0.8024457891621499,0.8501612420625685
45,0.8523902964792966,0.8093564784672879,0.8052873817248396,0.8546589827987797
46,0.8545434377976684,0.8112472574145998,0.8076829419621688,0.8548367560425041
47,0.8567065543620438,0.8134195742166279,0.8101983359899765,0.856007350743377
48,0.8591154455065284,0.8158033073622741,0.8128068439645124,0.8581440336041564
49,0.8618032246890078,0.8185646049931566,0.8157460965215291,0.860339514695
